,score,phase,subject,round,block1,block2,block3,dim1,dim2,dim3,dim4,X,dim1_choice_value,dim1_category,Y,dim2_choice_value,dim2_category,Z,dim3_choice_value,dim3_category,T,dim4_choice_value,dim4_category
1186,57.0,P2,oct2603,1,"[2213, 3312, 1111]","[2132, 1333, 3231]","[3123, 1222, 2321]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333
1187,57.0,P2,oct2603,2,"[2231, 1222, 3213]","[2323, 1311, 3332]","[2112, 3121, 1133]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333,223.33300000000003,34.074,111
1188,56.0,P2,oct2603,3,"[2131, 1112, 3123]","[2213, 3232, 1221]","[1333, 2322, 3311]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111
1189,37.0,P2,oct2603,4,"[3121, 3333, 3212]","[1132, 1223, 1311]","[2113, 2322, 2231]","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",394.815,5.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1190,74.0,P2,oct2603,5,"[1113, 1221, 1332]","[3311, 3122, 3233]","[2131, 2323, 2212]","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1191,20.0,P2,oct2603,6,"[3333, 2113, 1223]","[1312, 3122, 2232]","[1131, 3211, 2321]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,389.259,0.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1192,69.0,P2,oct2603,7,"[3312, 1222, 2132]","[3121, 2211, 1331]","[2323, 1113, 3233]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1193,66.0,P2,oct2603,8,"[1222, 2112, 3332]","[1131, 2321, 3211]","[2233, 3123, 1313]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1194,84.0,P2,oct2603,9,"[1112, 1331, 2322]","[1223, 3232, 3121]","[3313, 2211, 2133]","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",145.185,55.926,222,33.703,44.444,122,14.443999999999999,25.185,122,21.481,32.222,122
1195,89.0,P2,oct2603,10,"[1313, 1221, 1132]","[2233, 2322, 2111]","[3331, 3123, 3212]","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1196,85.0,P2,oct2603,11,"[1332, 2321, 2212]","[1111, 1223, 3231]","[3313, 3122, 2133]","(1, 2, 2, 1, 1, 3, 2, 3, 3)","(1, 2, 2, 1, 1, 3, 2, 3, 3)","(2, 3, 3, 1, 2, 2, 1, 1, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",135.555,46.296,222,135.555,46.296,222,101.481,12.222,222,223.33300000000003,34.074,111
1197,54.0,P2,oct2603,12,"[1312, 3213, 2111]","[3331, 2232, 1133]","[3122, 1221, 2323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333
1198,55.0,P2,oct2603,13,"[2222, 1121, 3323]","[1332, 3231, 2133]","[2311, 3112, 1213]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333
1199,55.0,P2,oct2603,14,"[3132, 1231, 2333]","[1123, 3321, 2222]","[1312, 3213, 2111]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,389.259,0.0,333
1200,69.0,P2,oct2603,15,"[2232, 3112, 1322]","[1131, 2311, 3221]","[2123, 1213, 3333]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1201,89.0,P2,oct2603,16,"[1231, 2121, 3311]","[1322, 2212, 3132]","[3223, 2333, 1113]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1202,92.0,P2,oct2603,17,"[1131, 2122, 2311]","[1212, 1323, 3221]","[3113, 3332, 2233]","(1, 2, 2, 1, 1, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",135.555,46.296,222,46.666,57.407,122,34.444,45.185,122,24.814999999999998,35.556,122
1203,79.0,P2,oct2603,18,"[2122, 2211, 1232]","[1321, 1113, 2333]","[3131, 3223, 3312]","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",337.03700000000003,47.778,223,32.222,42.963,122,32.222,42.963,122,223.33300000000003,34.074,111
1204,80.0,P2,oct2603,19,"[2121, 1132, 2312]","[1211, 2233, 1323]","[3222, 3113, 3331]","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",337.03700000000003,47.778,223,32.222,42.963,122,34.444,45.185,122,223.33300000000003,34.074,111
1205,82.0,P2,oct2603,20,"[1321, 2332, 2211]","[2123, 3222, 1112]","[1233, 3313, 3131]","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",33.703,44.444,122,144.815,55.556,222,3.333,14.074,122,24.814999999999998,35.556,122
1206,93.0,P2,oct2603,21,"[2121, 1211, 3331]","[1322, 1133, 2232]","[2313, 3112, 3223]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)",26.665999999999997,37.407,122,357.778,68.519,223,223.33300000000003,34.074,111,20.0,30.741,122
1207,89.0,P2,oct2603,22,"[3221, 2331, 1111]","[1322, 2123, 1233]","[3313, 3132, 2212]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",26.665999999999997,37.407,122,356.29600000000005,67.037,223,223.33300000000003,34.074,111,21.481,32.222,122
1208,88.0,P2,oct2603,23,"[1321, 3111, 2231]","[3332, 2122, 1212]","[2313, 1133, 3223]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1209,93.0,P2,oct2603,24,"[2331, 3221, 1111]","[2122, 1232, 1323]","[3312, 2213, 3133]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",26.665999999999997,37.407,122,357.778,68.519,223,223.33300000000003,34.074,111,21.481,32.222,122
1210,86.0,P2,oct2603,25,"[3111, 2231, 1321]","[1213, 2123, 2312]","[1132, 3333, 3222]","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",24.814999999999998,35.556,122,356.29600000000005,67.037,223,223.33300000000003,34.074,111,26.665999999999997,37.407,122
1211,89.0,P2,oct2603,26,"[2121, 3311, 1231]","[1112, 2332, 3222]","[2213, 3133, 1323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1212,86.0,P2,oct2603,27,"[1331, 2221, 2312]","[3111, 1122, 2133]","[1213, 3323, 3232]","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(2, 3, 3, 1, 1, 1, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",33.703,44.444,122,46.666,57.407,122,305.185,15.926,223,223.33300000000003,34.074,111
1213,93.0,P2,oct2603,28,"[2111, 1231, 3321]","[1313, 1122, 2332]","[3133, 2223, 3212]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",26.665999999999997,37.407,122,357.778,68.519,223,21.852000000000004,32.593,122,223.33300000000003,34.074,111
1214,89.0,P2,oct2603,29,"[1331, 2221, 2132]","[3111, 1212, 2313]","[3233, 1123, 3322]","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 1, 2, 2, 3)",33.703,44.444,122,46.666,57.407,122,223.33300000000003,34.074,111,305.185,15.926,223
1215,94.0,P2,oct2603,30,"[2331, 1121, 1232]","[3211, 2112, 2223]","[3133, 1313, 3322]","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",144.815,55.556,222,46.666,57.407,122,24.814999999999998,35.556,122,3.333,14.074,122
1216,88.0,P2,oct2603,31,"[2131, 2222, 1211]","[2313, 1123, 1332]","[3233, 3112, 3321]","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",337.03700000000003,47.778,223,43.333,54.074,122,32.222,42.963,122,223.33300000000003,34.074,111
1217,96.0,P2,oct2603,32,"[2331, 1121, 1312]","[3211, 2222, 3132]","[1233, 3323, 2113]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",43.333,54.074,122,348.148,58.889,223,14.443999999999999,25.185,122,223.33300000000003,34.074,111
1218,95.0,P2,oct2603,33,"[1211, 2131, 1122]","[2312, 3321, 3232]","[3113, 2223, 1333]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",43.333,54.074,122,348.148,58.889,223,43.333,54.074,122,223.33300000000003,34.074,111
1219,95.0,P2,oct2603,34,"[2221, 1311, 1122]","[1233, 2332, 2113]","[3323, 3131, 3212]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)",348.148,58.889,223,43.333,54.074,122,223.33300000000003,34.074,111,32.222,42.963,122
1220,87.0,P2,oct2603,35,"[2311, 1121, 3231]","[3322, 2132, 1212]","[3113, 1333, 2223]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1221,67.0,P2,oct2603,36,"[2221, 2112, 2333]","[1311, 1232, 3131]","[3322, 3213, 1123]","(2, 2, 2, 1, 1, 3, 1, 3, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)",322.592,33.333,223,26.665999999999997,37.407,122,223.33300000000003,34.074,111,21.852000000000004,32.593,122
1222,88.0,P2,oct2603,37,"[1221, 2311, 2232]","[3131, 1112, 2123]","[3322, 1333, 3213]","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(2, 2, 3, 1, 1, 1, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",33.703,44.444,122,46.666,57.407,122,315.555,26.296,223,223.33300000000003,34.074,111
1223,89.0,P2,oct2603,38,"[2121, 3231, 1311]","[1132, 2212, 2333]","[1223, 3322, 3113]","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)",24.814999999999998,35.556,122,357.778,68.519,223,223.33300000000003,34.074,111,21.852000000000004,32.593,122
1224,100.0,P2,oct2603,39,"[2231, 1111, 1222]","[3321, 2312, 1333]","[2123, 3213, 3132]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 2, 3, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,46.666,57.407,122,328.889,39.63,223,223.33300000000003,34.074,111
1225,54.0,P1,oct2604,1,"[223, 332, 111]","[212, 321, 133]","[313, 122, 231]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1226,89.0,P1,oct2604,2,"[131, 122, 212]","[221, 311, 233]","[113, 332, 323]","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 2, 2, 1, 1, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,144.815,55.556,222,135.555,46.296,222,223.33300000000003,34.074,111,,,
1227,65.0,P1,oct2604,3,"[322, 112, 232]","[133, 121, 331]","[211, 223, 313]","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(2, 2, 2, 1, 1, 3, 1, 3, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)",,25.185000000000002,35.926,122,322.592,33.333,223,20.0,30.741,122,,,
1228,74.0,P1,oct2604,4,"[112, 123, 131]","[213, 311, 333]","[232, 221, 322]","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 1, 3, 2, 2, 3)",,356.29600000000005,67.037,223,21.852000000000004,32.593,122,25.185000000000002,35.926,122,,,
1229,77.0,P1,oct2604,5,"[113, 132, 121]","[312, 331, 323]","[211, 233, 222]","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1230,74.0,P1,oct2604,6,"[132, 111, 321]","[333, 213, 123]","[312, 222, 231]","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 1, 2, 3, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,36.296,47.037,122,341.85200000000003,52.593,223,223.33300000000003,34.074,111,,,
1231,77.0,P1,oct2604,7,"[111, 331, 122]","[133, 323, 312]","[232, 213, 221]","(1, 1, 3, 1, 3, 3, 2, 2, 2)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,334.815,45.556,223,43.333,54.074,122,223.33300000000003,34.074,111,,,
1232,36.0,P1,oct2604,8,"[312, 333, 321]","[113, 122, 131]","[223, 232, 211]","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,394.815,5.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1233,68.0,P1,oct2604,9,"[231, 222, 213]","[112, 133, 121]","[332, 311, 323]","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1234,89.0,P1,oct2604,10,"[112, 123, 131]","[211, 222, 233]","[332, 313, 321]","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1235,71.0,P1,oct2604,11,"[132, 113, 223]","[121, 212, 231]","[322, 333, 311]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,348.148,58.889,223,3.333,14.074,122,223.33300000000003,34.074,111,,,
1236,89.0,P1,oct2604,12,"[111, 132, 212]","[123, 233, 221]","[331, 313, 322]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,348.148,58.889,223,32.222,42.963,122,34.444,45.185,122,,,
1237,68.0,P1,oct2604,13,"[122, 133, 321]","[212, 231, 223]","[332, 313, 111]","(1, 1, 3, 2, 2, 2, 1, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 2, 3, 1, 1, 3)",,335.92600000000004,46.667,223,223.33300000000003,34.074,111,10.370000000000001,21.111,122,,,
1238,70.0,P1,oct2604,14,"[233, 221, 212]","[131, 122, 113]","[323, 311, 332]","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1239,36.0,P1,oct2604,15,"[211, 223, 232]","[313, 331, 322]","[133, 121, 112]","(2, 2, 2, 3, 3, 3, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,415.92600000000004,26.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1240,40.0,P1,oct2604,16,"[322, 333, 311]","[131, 112, 123]","[232, 221, 213]","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,394.815,5.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1241,76.0,P1,oct2604,17,"[121, 211, 331]","[233, 323, 113]","[132, 312, 222]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,,,
1242,90.0,P1,oct2604,18,"[231, 111, 321]","[312, 132, 222]","[213, 123, 333]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,,,
1243,55.0,P1,oct2604,19,"[323, 221, 122]","[133, 331, 232]","[111, 213, 312]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333,,,
1244,56.0,P1,oct2604,20,"[333, 232, 131]","[211, 113, 312]","[122, 321, 223]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 1, 1, 1, 2, 2, 2)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,394.815,5.556,333,,,
1245,57.0,P1,oct2604,21,"[112, 213, 311]","[323, 222, 121]","[133, 231, 332]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,459.259,70.0,333,,,
1246,94.0,P1,oct2604,22,"[321, 131, 211]","[123, 112, 222]","[332, 313, 233]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",,26.665999999999997,37.407,122,357.778,68.519,223,24.814999999999998,35.556,122,,,
1247,88.0,P1,oct2604,23,"[231, 121, 311]","[132, 212, 322]","[333, 113, 223]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,,,
1248,100.0,P1,oct2604,24,"[132, 111, 221]","[123, 331, 212]","[233, 322, 313]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,46.666,57.407,122,46.666,57.407,122,223.33300000000003,34.074,111,,,
1249,55.0,P2,oct2604,1,"[1333, 1222, 1111]","[3231, 3123, 3312]","[2213, 2132, 2321]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111
1250,60.0,P2,oct2604,2,"[2323, 2112, 2231]","[1222, 3121, 3332]","[1311, 1133, 3213]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(2, 2, 2, 1, 3, 3, 1, 1, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",223.33300000000003,34.074,111,24.814999999999998,35.556,122,319.259,30.0,223,21.481,32.222,122
1251,57.0,P2,oct2604,3,"[2131, 1333, 3232]","[3123, 1221, 2322]","[2213, 1112, 3311]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,389.259,0.0,333
1252,55.0,P2,oct2604,4,"[1311, 3212, 2113]","[3333, 2231, 1132]","[3121, 1223, 2322]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333
1253,57.0,P2,oct2604,5,"[2131, 1332, 3233]","[1221, 3122, 2323]","[3311, 1113, 2212]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,389.259,0.0,333
